Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Total unfounded crimes
2016,377546,Northwest College of Art & Design,1,Main,98,0
2016,434362,Northwest HVAC/R Training Center,1,Northwest HVAC/R Association & Training Center,46,0
2016,380377,Northwest Indian College,1,Lummi Campus,579,0
2016,380377,Northwest Indian College,2,Muckleshoot Extended Site,579,0
2016,380377,Northwest Indian College,3,Nez Perce Extended Site,579,0
2016,380377,Northwest Indian College,4,Nisqually Extended Site,579,0
2016,380377,Northwest Indian College,5,Port Gamble Sklallum Extended Site,579,0
2016,380377,Northwest Indian College,6,Swinomish Extended Site,579,0
2016,380377,Northwest Indian College,7,Tulalip Extended Site,579,0
2016,458140,Northwest School of Wooden Boat Building,1,Main Campus,39,0
2016,236133,Northwest University,1,Northwest University,1226,0
2016,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,966,0
2016,232982,Old Dominion University,22,ODU at Olympic College,24322,0
2016,236188,Olympic College,1,Bremerton Campus,6527,0
2016,236188,Olympic College,2,Shelton,6527,0
2016,236188,Olympic College,3,Poulsbo,6527,0
2016,236230,Pacific Lutheran University,1,Main Campus,3070,0
2016,455406,Pacific Northwest University of Health Sciences,1,Main campus,568,0
2016,178721,Park University,11,Fairchild AFB,11227,0
2016,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,141,0
2016,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,158,0
2016,462071,Paul Mitchell the School-Spokane,1,Paul Mitchell the School Spokane,166,0
2016,236258,Peninsula College,1,Main Campus,2173,0
2016,236258,Peninsula College,2,Forks Branch,2173,0
2016,236258,Peninsula College,3,Port Townsend Branch,2173,0
2016,236258,Peninsula College,4,North Olympic Peninsula Skills Center,2173,0
2016,236212,Perry Technical Institute,1,Perry Technical Institute,837,0
2016,235237,Pierce College District,1,Pierce College Fort Steilacoom,6068,0
2016,235237,Pierce College District,2,Pierce College at Joint Base Lewis-McChord- Army,6068,0
2016,235237,Pierce College District,3,Pierce College at Joint Base Lewis-McChord- Air Force,6068,0
2016,449074,Pima Medical Institute-Renton,1,Renton Campus,689,3
2016,368629,Pima Medical Institute-Seattle,1,Seattle Campus,607,0
2016,236382,Renton Technical College,1,Renton Technical College,3587,0
2016,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1586,0
2016,236513,Seattle Central College,1,Seattle Central College,6705,0
2016,236513,Seattle Central College,2,Seattle Maritime Academy,6705,0
2016,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6705,0
2016,236513,Seattle Central College,4,Seattle Vocational Institute,6705,0
2016,439914,Seattle Institute of East Asian Medicine,1,Main Campus,22,0
2016,236577,Seattle Pacific University,1,Main Campus,4061,0
2016,236595,Seattle University,1,Main Campus,7487,0
2016,236610,Shoreline Community College,1,Shoreline Community College,5805,0
2016,236638,Skagit Valley College,1,Mount Vernon Campus,5086,0
2016,236638,Skagit Valley College,2,Whidbey Island Campus,5086,0
2016,236638,Skagit Valley College,4,San Juan Center,5086,0
2016,236638,Skagit Valley College,5,Marine Technology Center,5086,0
2016,236638,Skagit Valley College,6,Cardinal Craft Brewing Academy,5086,0
2016,236656,South Puget Sound Community College,1,Main Campus,4861,0
2016,236656,South Puget Sound Community College,3,SPSCC Lacey Campus,4861,0
2016,236504,South Seattle College,1,South Seattle College,6346,0
2016,236504,South Seattle College,2,Georgetown Campus,6346,0
2016,236692,Spokane Community College,1,Main Campus,10100,0
2016,236692,Spokane Community College,2,SCC Colville,10100,0
2016,236692,Spokane Community College,3,SCC Inchelium,10100,0
2016,236692,Spokane Community College,4,SCC Newport,10100,0
2016,236692,Spokane Community College,5,SCC Republic,10100,0
2016,236692,Spokane Community College,7,SCC Ione,10100,0
2016,236708,Spokane Falls Community College,1,Main Campus,5639,0
2016,236708,Spokane Falls Community College,5,SFCC Pullman Campus,5639,0
2016,485476,Studio Beauty School,1,Main Campus,52,0
2016,236744,Stylemaster College of Hair Design,1,Main Campus,78,0
2016,459550,Summit Salon Academy,1,Main Campus,123,0
2016,236753,Tacoma Community College,1,Tacoma Community College,6699,0
2016,235167,The Evergreen State College,1,Main Campus,4089,0
2016,235167,The Evergreen State College,2,Tacoma Campus,4089,0
2016,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,300,0
2016,484826,Tint School of Makeup & Cosmetology-Seattle,1,Tint School of Makeup & Cosmetology,114,0
2016,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,78,0
2016,236328,University of Puget Sound,1,Main Campus,2791,0
2016,377555,University of Washington-Bothell Campus,1,Bothell Campus,5734,0
2016,236948,University of Washington-Seattle Campus,1,Main Campus,45591,0
2016,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,4987,0
2016,451626,Victoria's Academy of Cosmetology,1,Victoria's Academy of Cosmetology,82,0
2016,236887,Walla Walla Community College,1,Walla Walla Campus,4327,0
2016,236887,Walla Walla Community College,2,Clarkston Center,4327,0
2016,236896,Walla Walla University,1,Main Campus,1894,0
2016,236896,Walla Walla University,2,Billings,1894,0
2016,236896,Walla Walla University,3,Missoula,1894,0
2016,236896,Walla Walla University,4,Rosario,1894,0
2016,236896,Walla Walla University,6,Portland,1894,0
2016,236939,Washington State University,1,Pullman Campus,30142,9
2016,236939,Washington State University,2,Vancouver Campus,30142,0
2016,236939,Washington State University,3,Spokane Campus,30142,0
2016,236939,Washington State University,4,Tri Cities,30142,0
2016,236975,Wenatchee Valley College,1,Main Campus,3440,0
2016,237011,Western Washington University,1,Bellingham Campus,15574,0
2016,237039,Whatcom Community College,1,Main Campus,4507,0
2016,237057,Whitman College,1,Whitman College,1493,0
2016,237066,Whitworth University,1,Main Campus,2634,0
2016,237109,Yakima Valley College,1,Main Campus,4101,0
2016,237109,Yakima Valley College,2,Grand View Campus,4101,0
2017,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3723,0
2017,482185,Academy of Interactive Entertainment,1,Seattle Campus,142,0
2017,245883,Antioch University-Seattle,1,Main Campus,614,0
2017,487348,Aveda Institute Portland-Vancouver Campus,1,Aveda Institute Portland Vancouver Campus,129,0
2017,235547,Bastyr University,1,Main Campus,1195,0
2017,235547,Bastyr University,2,Bastyr University California,1195,0
2017,235547,Bastyr University,3,Seattle Clinic,1195,0
2017,235671,Bates Technical College,1,Downtown Campus,3448,0
2017,235671,Bates Technical College,2,South Campus,3448,0
2017,235671,Bates Technical College,3,Central Campus,3448,0
2017,234669,Bellevue College,1,Main Campus,13322,0
2017,234669,Bellevue College,2,North Campus,13322,0
2017,234696,Bellingham Technical College,1,Main Campus,2392,0
2017,234711,Big Bend Community College,1,Main Campus,1975,0
2017,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,64,0
2017,262086,Brandman University,3,Brandman University - Bangor Campus,7812,0
2017,262086,Brandman University,7,Brandman University - Lacey Campus,7812,0
2017,262086,Brandman University,9,Brandman University - Ft. Lewis Campus,7812,0
2017,262086,Brandman University,10,Brandman University - McChord Field,7812,0
2017,262086,Brandman University,25,Brandman University - Whidbey Island Campus,7812,0
2017,439118,Carrington College-Spokane,1,Carrington College-Spokane,385,0
2017,439190,Cascadia College,1,Main Campus,3425,0
2017,234827,Central Washington University,1,Central Washington University,12901,1
2017,234827,Central Washington University,2,CWU-Yakima,12901,0
2017,234827,Central Washington University,3,CWU-Pierce,12901,0
2017,234827,Central Washington University,4,CWU-Lynnwood,12901,0
2017,234827,Central Washington University,7,CWU-Des Moines,12901,0
2017,234827,Central Washington University,8,CWU-Moses Lake,12901,0
2017,234827,Central Washington University,9,CWU-Wenatchee,12901,0
2017,234827,Central Washington University,13,JBLM (JOINT BASE LEWIS-MCCHORD),12901,0
2017,234845,Centralia College,1,Centralia College,3122,0
2017,234845,Centralia College,2,Centralia College - East Campus,3122,0
2017,102845,Charter College,1,Charter College-Anchorage,2664,0
2017,102845,Charter College,2,Charter College - Wasilla,2664,0
2017,102845,Charter College,3,Charter College-Pasco,2664,0
2017,102845,Charter College,4,Charter College - Oxnard,2664,0
2017,102845,Charter College,6,Charter College-Vancouver,2664,0
2017,102845,Charter College,7,Charter College - Fife,2664,0
2017,102845,Charter College,8,Charter College-Lacey,2664,0
2017,102845,Charter College,9,Charter College-E Wenatchee,2664,0
2017,102845,Charter College,10,Charter College-Canyon Country,2664,0
2017,102845,Charter College,11,Charter College-Lancaster,2664,0
2017,102845,Charter College,12,Charter College - Yakima,2664,0
2017,102845,Charter College,13,Charter College - Billings,2664,0
2017,102845,Charter College,14,Charter College - Missoula,2664,0
2017,102845,Charter College,15,Charter College - Charter Institute Farmington,2664,0
2017,234915,City University of Seattle,2,Everett,2199,0
2017,234915,City University of Seattle,4,Renton,2199,0
2017,234915,City University of Seattle,6,Tacoma,2199,0
2017,234915,City University of Seattle,8,Vancouver,2199,0
2017,234915,City University of Seattle,10,Vancouver- B.C.,2199,0
2017,234915,City University of Seattle,11,Victoria- B.C.,2199,0
2017,234915,City University of Seattle,12,Calgary- AB,2199,0
2017,234915,City University of Seattle,13,Edmonton- AB,2199,0
2017,234915,City University of Seattle,17,Seattle - Main,2199,0
2017,234933,Clark College,1,Main Campus,10000,0
2017,234933,Clark College,2,Columbia Tech Center,10000,0
2017,234951,Clover Park Technical College,1,Lakewood Campus,3883,0
2017,234951,Clover Park Technical College,2,South Hill Campus,3883,0
2017,234979,Columbia Basin College,1,Columbia Basin College,6708,0
2017,177065,Columbia College,26,Columbia College @ Marysville,13492,0
2017,177065,Columbia College,29,Columbia College @ NAS Whidbey Island,13492,0
2017,177065,Columbia College,43,Columbia College @ NS Everett,13492,0
2017,235024,Cornish College of the Arts,1,Cornish College of the Arts,658,0
2017,443410,DigiPen Institute of Technology,1,DigiPen,1102,0
2017,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,242,0
2017,235097,Eastern Washington University,1,EWU Main Campus,12607,2
2017,235103,Edmonds College,1,Main Campus,8100,0
2017,490294,Elite Cosmetology- Barber & Spa Academy,1,Main Campus,104,0
2017,426314,Embry-Riddle Aeronautical University-Worldwide,30,Everett,14519,0
2017,426314,Embry-Riddle Aeronautical University-Worldwide,111,Seattle,14519,0
2017,426314,Embry-Riddle Aeronautical University-Worldwide,119,Spokane,14519,0
2017,426314,Embry-Riddle Aeronautical University-Worldwide,121,Tacoma,14519,0
2017,426314,Embry-Riddle Aeronautical University-Worldwide,131,Whidbey Island,14519,0
2017,177339,Evangel University,3,Evangel University - Kirkland,2112,0
2017,235149,Everett Community College,1,Everett Community College,7740,0
2017,235149,Everett Community College,2,School of Cosmetology Campus,7740,0
2017,235149,Everett Community College,3,Aviation Campus,7740,0
2017,235149,Everett Community College,4,Corporate and Continuing Education Campus,7740,0
2017,235149,Everett Community College,5,Monroe Center Campus,7740,0
2017,446260,Evergreen Beauty and Barber College-Everett,1,Main Campus,165,0
2017,446260,Evergreen Beauty and Barber College-Everett,2,Renton Campus,165,0
2017,443049,Faith International University,1,Main Campus,288,0
2017,488271,Fosbre Academy of Hair Design,1,Main Campus,100,0
2017,458131,Gary Manuel Aveda Institute,1,Main Campus,136,0
2017,235307,Glen Dow Academy of Hair Design,1,Main Campus,106,0
2017,230889,Goddard College,2,Port Townsend,496,0
2017,235316,Gonzaga University,1,Main Campus,7506,0
2017,235316,Gonzaga University,2,Gonzaga-In-Florence,7506,0
2017,235334,Grays Harbor College,1,Main Campus,1971,0
2017,235334,Grays Harbor College,2,Riverview Education Center,1971,0
2017,235334,Grays Harbor College,3,Columbia Education Center,1971,0
2017,235343,Green River College,1,Main Campus,8048,0
2017,235343,Green River College,2,Kent Campus,8048,0
2017,235343,Green River College,3,Enumclaw Campus,8048,0
2017,235343,Green River College,4,Auburn Center,8048,0
2017,235422,Heritage University,1,Heritage University Main Campus,1044,0
2017,235583,Highlights Beauty Schools,1,Main Campus,145,0
2017,407708,Highlights Beauty Schools,1,Branch Campus,203,0
2017,235431,Highline College,1,Highline College,6824,0
2017,235501,International Air and Hospitality Academy,1,Main Campus,126,1
2017,488378,International Beauty Education Center,1,International Beauty Education Center,32,0
2017,235699,Lake Washington Institute of Technology,1,Kirkland Campus,3697,0
2017,235750,Lower Columbia College,1,Lower Columbia College,2935,1
2017,147369,Moody Bible Institute,2,Spokane,3442,0
2017,236072,North Seattle College,1,Main Campus,6259,0
2017,167358,Northeastern University,3,Seattle Campus,21489,0
2017,377546,Northwest College of Art & Design,1,Main,85,0
2017,434362,Northwest HVAC/R Training Center,1,Northwest HVAC/R Association & Training Center,48,0
2017,380377,Northwest Indian College,1,Lummi Campus,544,0
2017,380377,Northwest Indian College,2,Muckleshoot Extended Site,544,0
2017,380377,Northwest Indian College,3,Nez Perce Extended Site,544,0
2017,380377,Northwest Indian College,4,Nisqually Extended Site,544,0
2017,380377,Northwest Indian College,5,Port Gamble Sklallum Extended Site,544,0
2017,380377,Northwest Indian College,6,Swinomish Extended Site,544,0
2017,380377,Northwest Indian College,7,Tulalip Extended Site,544,0
2017,458140,Northwest School of Wooden Boat Building,1,Main Campus,48,0
2017,236133,Northwest University,1,Northwest University,1250,0
2017,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1116,0
2017,232982,Old Dominion University,22,ODU at Olympic College,24375,0
2017,236188,Olympic College,1,Bremerton Campus,6476,0
2017,236188,Olympic College,2,Shelton,6476,0
2017,236188,Olympic College,3,Poulsbo,6476,0
2017,236230,Pacific Lutheran University,1,Main Campus,3122,0
2017,455406,Pacific Northwest University of Health Sciences,1,Main campus,573,0
2017,178721,Park University,11,Fairchild AFB,11457,0
2017,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,138,0
2017,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,174,0
2017,462071,Paul Mitchell the School-Spokane,1,Paul Mitchell the School Spokane,173,0
2017,236258,Peninsula College,1,Main Campus,2094,0
2017,236258,Peninsula College,2,Forks Branch,2094,0
2017,236258,Peninsula College,3,Port Townsend Branch,2094,0
2017,236258,Peninsula College,4,North Olympic Peninsula Skills Center,2094,0
2017,236212,Perry Technical Institute,1,Perry Technical Institute,842,0
2017,235237,Pierce College District,1,Pierce College Fort Steilacoom,6048,0
2017,235237,Pierce College District,2,Pierce College at Joint Base Lewis-McChord- Army,6048,0
2017,235237,Pierce College District,3,Pierce College at Joint Base Lewis-McChord- Air Force,6048,0
2017,449074,Pima Medical Institute-Renton,1,Renton Campus,688,3
2017,368629,Pima Medical Institute-Seattle,1,Seattle Campus,630,0
2017,236382,Renton Technical College,1,Renton Technical College,3763,0
2017,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1565,0
2017,236513,Seattle Central College,1,Seattle Central College,6928,0
2017,236513,Seattle Central College,2,Seattle Maritime Academy,6928,0
2017,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6928,0
2017,236513,Seattle Central College,4,Seattle Vocational Institute,6928,0
2017,236513,Seattle Central College,5,Health Education Center,6928,0
2017,488448,Seattle Film Institute,1,Main Campus,113,0
2017,439914,Seattle Institute of East Asian Medicine,1,Main Campus,27,0
2017,236577,Seattle Pacific University,1,Main Campus,3783,0
2017,236595,Seattle University,1,Main Campus,7278,0
2017,236610,Shoreline Community College,1,Shoreline Community College,6128,0
2017,236638,Skagit Valley College,1,Mount Vernon Campus,4670,0
2017,236638,Skagit Valley College,2,Whidbey Island Campus,4670,0
2017,236638,Skagit Valley College,4,San Juan Center,4670,0
2017,236638,Skagit Valley College,5,Marine Technology Center,4670,0
2017,236638,Skagit Valley College,6,Cardinal Craft Brewing Academy,4670,0
2017,236656,South Puget Sound Community College,1,Main Campus,4951,0
2017,236656,South Puget Sound Community College,3,SPSCC Lacey Campus,4951,0
2017,236504,South Seattle College,1,South Seattle College,6716,0
2017,236504,South Seattle College,2,Georgetown Campus,6716,0
2017,137564,Southeastern University,12,Puyallup Campus,7163,0
2017,236692,Spokane Community College,1,Main Campus,10014,0
2017,236692,Spokane Community College,2,SCC Colville,10014,0
2017,236692,Spokane Community College,3,SCC Inchelium,10014,0
2017,236692,Spokane Community College,4,SCC Newport,10014,0
2017,236692,Spokane Community College,5,SCC Republic,10014,0
2017,236692,Spokane Community College,7,SCC Ione,10014,0
2017,236708,Spokane Falls Community College,1,Main Campus,5589,0
2017,236708,Spokane Falls Community College,5,SFCC Pullman Campus,5589,5
2017,485476,Studio Beauty School,1,Main Campus,52,0
2017,236744,Stylemaster College of Hair Design,1,Main Campus,69,0
2017,459550,Summit Salon Academy,1,Main Campus,108,0
2017,236753,Tacoma Community College,1,Tacoma Community College,6496,0
2017,235167,The Evergreen State College,1,Main Campus,3907,0
2017,235167,The Evergreen State College,2,Tacoma Campus,3907,0
2017,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,275,0
2017,484826,Tint School of Makeup & Cosmetology-Seattle,1,Tint School of Makeup & Cosmetology,74,0
2017,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,79,0
2017,236328,University of Puget Sound,1,Main Campus,2701,0
2017,377555,University of Washington-Bothell Campus,1,Bothell Campus,5981,0
2017,236948,University of Washington-Seattle Campus,1,Main Campus,46166,1
2017,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,5162,0
2017,451626,Victoria's Academy of Cosmetology,1,Victoria's Academy of Cosmetology,114,0
2017,236887,Walla Walla Community College,1,Walla Walla Campus,4253,0
2017,236887,Walla Walla Community College,2,Clarkston Center,4253,0
2017,236896,Walla Walla University,1,Main Campus,1825,0
2017,236896,Walla Walla University,2,Billings,1825,0
2017,236896,Walla Walla University,3,Missoula,1825,0
2017,236896,Walla Walla University,4,Rosario,1825,0
2017,236896,Walla Walla University,6,Portland,1825,0
2017,236939,Washington State University,1,Pullman Campus,30614,11
2017,236939,Washington State University,2,Vancouver Campus,30614,0
2017,236939,Washington State University,3,Spokane Campus,30614,0
2017,236939,Washington State University,4,Tri Cities,30614,0
2017,236975,Wenatchee Valley College,1,Main Campus,3556,1
2017,237011,Western Washington University,1,Bellingham Campus,15915,0
2017,237039,Whatcom Community College,1,Main Campus,4411,0
2017,237057,Whitman College,1,Whitman College,1510,0
2017,237066,Whitworth University,1,Main Campus,2627,0
2017,237109,Yakima Valley College,1,Main Campus,4007,0
2017,237109,Yakima Valley College,2,Grand View Campus,4007,0
2018,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3717,0
2018,482185,Academy of Interactive Entertainment,1,Seattle Campus,147,0
2018,245883,Antioch University-Seattle,1,Main Campus,605,0
2018,487348,Aveda Institute Portland-Vancouver Campus,1,Aveda Institute Portland Vancouver Campus,121,0
2018,235547,Bastyr University,1,Main Campus,1098,0
2018,235547,Bastyr University,2,Bastyr University California,1098,0
2018,235547,Bastyr University,3,Seattle Clinic,1098,0
2018,235671,Bates Technical College,1,Downtown Campus,4445,0
2018,235671,Bates Technical College,2,South Campus,4445,0
2018,235671,Bates Technical College,3,Central Campus,4445,0
2018,234669,Bellevue College,1,Main Campus,13226,0
2018,234669,Bellevue College,2,North Campus,13226,0
2018,234696,Bellingham Technical College,1,Main Campus,2316,0
2018,234711,Big Bend Community College,1,Main Campus,2044,0
2018,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,74,0
2018,262086,Brandman University,3,Brandman University - Bangor Campus,8766,0
2018,262086,Brandman University,7,Brandman University - Lacey Campus,8766,0
2018,262086,Brandman University,9,Brandman University - Ft. Lewis Campus,8766,0
2018,262086,Brandman University,10,Brandman University - McChord Field,8766,0
2018,262086,Brandman University,25,Brandman University - Whidbey Island Campus,8766,0
2018,439118,Carrington College-Spokane,1,Carrington College-Spokane,337,0
2018,439190,Cascadia College,1,Main Campus,3396,0
2018,234827,Central Washington University,1,Central Washington University,12342,0
2018,234827,Central Washington University,2,CWU-Yakima,12342,0
2018,234827,Central Washington University,3,CWU-Pierce,12342,0
2018,234827,Central Washington University,4,CWU-Lynnwood,12342,0
2018,234827,Central Washington University,7,CWU-Des Moines,12342,0
2018,234827,Central Washington University,8,CWU-Moses Lake,12342,0
2018,234827,Central Washington University,9,CWU-Wenatchee,12342,0
2018,234827,Central Washington University,13,JBLM (JOINT BASE LEWIS-MCCHORD),12342,0
2018,234827,Central Washington University,14,CWU-Sammamish,12342,0
2018,234845,Centralia College,1,Centralia College,3167,0
2018,234845,Centralia College,2,Centralia College - East Campus,3167,0
2018,102845,Charter College,1,Charter College-Anchorage,2853,0
2018,102845,Charter College,2,Charter College - Wasilla,2853,0
2018,102845,Charter College,3,Charter College-Pasco,2853,0
2018,102845,Charter College,4,Charter College - Oxnard,2853,0
2018,102845,Charter College,6,Charter College-Vancouver,2853,0
2018,102845,Charter College,7,Charter College - Fife,2853,0
2018,102845,Charter College,8,Charter College-Lacey,2853,0
2018,102845,Charter College,9,Charter College-E Wenatchee,2853,0
2018,102845,Charter College,10,Charter College-Canyon Country,2853,0
2018,102845,Charter College,11,Charter College-Lancaster,2853,0
2018,102845,Charter College,12,Charter College - Yakima,2853,0
2018,102845,Charter College,13,Charter College - Billings,2853,0
2018,102845,Charter College,14,Charter College - Missoula,2853,0
2018,102845,Charter College,15,Charter College - Charter Institute Farmington,2853,0
2018,234915,City University of Seattle,2,Everett,2113,0
2018,234915,City University of Seattle,4,Renton,2113,0
2018,234915,City University of Seattle,6,Tacoma,2113,0
2018,234915,City University of Seattle,8,Vancouver,2113,0
2018,234915,City University of Seattle,10,Vancouver- B.C.,2113,0
2018,234915,City University of Seattle,11,Victoria- B.C.,2113,0
2018,234915,City University of Seattle,12,Calgary- AB,2113,0
2018,234915,City University of Seattle,13,Edmonton- AB,2113,0
2018,234915,City University of Seattle,17,Seattle - Main,2113,0
2018,234933,Clark College,1,Main Campus,9878,0
2018,234933,Clark College,2,Columbia Tech Center,9878,0
2018,234951,Clover Park Technical College,1,Lakewood Campus,3905,0
2018,234951,Clover Park Technical College,2,South Hill Campus,3905,0
2018,234979,Columbia Basin College,1,Columbia Basin College,7034,0
2018,177065,Columbia College,26,Columbia College @ Marysville,12080,0
2018,177065,Columbia College,29,Columbia College @ NAS Whidbey Island,12080,0
2018,177065,Columbia College,43,Columbia College @ NS Everett,12080,0
2018,235024,Cornish College of the Arts,1,Cornish College of the Arts,625,0
2018,443410,DigiPen Institute of Technology,1,DigiPen,970,0
2018,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,243,0
2018,235097,Eastern Washington University,1,EWU Main Campus,12633,2
2018,235103,Edmonds College,1,Main Campus,8041,0
2018,490294,Elite Cosmetology- Barber & Spa Academy,1,Main Campus,113,0
2018,426314,Embry-Riddle Aeronautical University-Worldwide,30,Everett,14168,0
2018,426314,Embry-Riddle Aeronautical University-Worldwide,111,Seattle,14168,0
2018,426314,Embry-Riddle Aeronautical University-Worldwide,119,Spokane,14168,0
2018,426314,Embry-Riddle Aeronautical University-Worldwide,121,Tacoma,14168,0
2018,426314,Embry-Riddle Aeronautical University-Worldwide,131,Whidbey Island,14168,0
2018,177339,Evangel University,3,Evangel University - Kirkland,2098,0
2018,235149,Everett Community College,1,Everett Community College,7957,0
2018,235149,Everett Community College,2,School of Cosmetology Campus,7957,0
2018,235149,Everett Community College,3,Aviation Campus,7957,0
2018,235149,Everett Community College,4,Corporate and Continuing Education Campus,7957,0
2018,235149,Everett Community College,5,Monroe Center Campus,7957,0
2018,446260,Evergreen Beauty and Barber College-Everett,1,Main Campus,380,0
2018,446260,Evergreen Beauty and Barber College-Everett,2,Renton Campus,380,0
2018,443049,Faith International University,1,Main Campus,196,0
2018,488271,Fosbre Academy of Hair Design,1,Main Campus,102,0
2018,458131,Gary Manuel Aveda Institute,1,Main Campus,108,0
2018,235307,Glen Dow Academy of Hair Design,1,Main Campus,80,0
2018,230889,Goddard College,2,Port Townsend,448,0
2018,235316,Gonzaga University,1,Main Campus,7563,0
2018,235316,Gonzaga University,2,Gonzaga-In-Florence,7563,0
2018,235334,Grays Harbor College,1,Main Campus,1868,1
2018,235334,Grays Harbor College,2,Riverview Education Center,1868,0
2018,235334,Grays Harbor College,3,Columbia Education Center,1868,0
2018,235343,Green River College,1,Main Campus,8471,0
2018,235343,Green River College,2,Kent Campus,8471,0
2018,235343,Green River College,3,Enumclaw Campus,8471,0
2018,235343,Green River College,4,Auburn Center,8471,0
2018,235422,Heritage University,1,Heritage University Main Campus,980,0
2018,235583,Highlights Beauty Schools,1,Main Campus,128,0
2018,407708,Highlights Beauty Schools,1,Branch Campus,180,0
2018,235431,Highline College,1,Highline College,6530,0
2018,235501,International Air and Hospitality Academy,1,Main Campus,110,0
2018,488378,International Beauty Education Center,1,International Beauty Education Center,32,0
2018,235699,Lake Washington Institute of Technology,1,Kirkland Campus,3670,1
2018,235750,Lower Columbia College,1,Lower Columbia College,2819,0
2018,147369,Moody Bible Institute,2,Spokane,3086,0
2018,236072,North Seattle College,1,Main Campus,5929,0
2018,167358,Northeastern University,3,Seattle Campus,21627,0
2018,377546,Northwest College of Art & Design,1,Main,85,1
2018,434362,Northwest HVAC/R Training Center,1,Northwest HVAC/R Association & Training Center,41,0
2018,380377,Northwest Indian College,1,Lummi Campus,535,0
2018,380377,Northwest Indian College,2,Muckleshoot Extended Site,535,0
2018,380377,Northwest Indian College,3,Nez Perce Extended Site,535,0
2018,380377,Northwest Indian College,4,Nisqually Extended Site,535,0
2018,380377,Northwest Indian College,5,Port Gamble Sklallum Extended Site,535,0
2018,380377,Northwest Indian College,6,Swinomish Extended Site,535,0
2018,380377,Northwest Indian College,7,Tulalip Extended Site,535,0
2018,458140,Northwest School of Wooden Boat Building,1,Main Campus,38,0
2018,236133,Northwest University,1,Northwest University,1321,0
2018,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1155,0
2018,232982,Old Dominion University,22,ODU at Olympic College,24176,0
2018,236188,Olympic College,1,Bremerton Campus,6620,0
2018,236188,Olympic College,2,Shelton,6620,0
2018,236188,Olympic College,3,Poulsbo,6620,0
2018,236230,Pacific Lutheran University,1,Main Campus,3207,0
2018,455406,Pacific Northwest University of Health Sciences,1,Main campus,570,0
2018,178721,Park University,11,Fairchild AFB,11415,0
2018,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,111,0
2018,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,260,0
2018,462071,Paul Mitchell the School-Spokane,1,Paul Mitchell the School Spokane,134,0
2018,236258,Peninsula College,1,Main Campus,2052,0
2018,236258,Peninsula College,2,Forks Branch,2052,0
2018,236258,Peninsula College,3,Port Townsend Branch,2052,0
2018,236258,Peninsula College,4,North Olympic Peninsula Skills Center,2052,0
2018,236212,Perry Technical Institute,1,Perry Technical Institute,903,0
2018,235237,Pierce College District,1,Pierce College Fort Steilacoom,6067,0
2018,235237,Pierce College District,2,Pierce College at Joint Base Lewis-McChord- Army,6067,0
2018,235237,Pierce College District,3,Pierce College at Joint Base Lewis-McChord- Air Force,6067,0
2018,449074,Pima Medical Institute-Renton,1,Renton Campus,497,1
2018,368629,Pima Medical Institute-Seattle,1,Seattle Campus,468,0
2018,236382,Renton Technical College,1,Renton Technical College,3546,0
2018,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1607,0
2018,236513,Seattle Central College,1,Seattle Central College,6802,0
2018,236513,Seattle Central College,2,Seattle Maritime Academy,6802,0
2018,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6802,0
2018,236513,Seattle Central College,4,Seattle Vocational Institute,6802,0
2018,236513,Seattle Central College,5,Health Education Center,6802,0
2018,488448,Seattle Film Institute,1,Main Campus,100,0
2018,439914,Seattle Institute of East Asian Medicine,1,Main Campus,29,0
2018,236577,Seattle Pacific University,1,Main Campus,3688,0
2018,236595,Seattle University,1,Main Campus,7291,0
